,Table,Catalogue,Data Item Description,Series Type,Series ID,Freq.,Series Start,Series End,No. Obs.,Unit,Data Type,Collection Month
83768,Table 22. Households; Housing finance; Investors; By detailed purpose; New loan commitments; Australian Capital Territory; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  Purchase of residential land ;  Australian Capital Territory ;  New loan commitments ;  Value ;,Original,A108294894R,Month,2019-07-01,2024-02-01,56,$ Millions,FLOW,1
98167,"Table 22. Output of the Information media and telecommunications industries, group and class index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  5413 Book publishing ;,Original,A2306531F,Quarter,1989-09-01,2023-12-01,138,Index Numbers,INDEX,3
28420,"Table 22. Public Non-Financial Corporations Income Account, by Level of government, Current prices",5204.0 Australian System of National Accounts,Public non-financial corporations ;  Property income payable - Dividends ;,Original,A2421652F,Annual,1989-06-01,2023-06-01,35,$ Millions,DERIVED,6
12232,"Table 22. Taxes, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",Taxes on income - Individuals - Net tax installments ;,Trend,A2302950A,Quarter,1959-09-01,2023-12-01,258,$ Millions,DERIVED,3
61621,"Table 22. Underutilised persons by Age and Sex - Trend, Seasonally adjusted and Original","6202.0 Labour Force, Australia",Underemployment ratio (proportion of employed) ;  Females ;,Original,A85256300V,Month,1978-02-01,2024-02-01,553,Percent,PERCENT,1
22650,"Table 22. Victoria Capital Stock by Type of asset, Institutional sector and Industry",5220.0 Australian National Accounts: State Accounts,Information media and telecommunications (J) ;  Net capital stock: Chain volume measures ;,Original,A85135391X,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
40524,"Table 23. Dwelling units approved in new residential buildings, number and value, original - Victoria","8731.0 Building Approvals, Australia",Total number of dwelling units ;  Victoria ;  New ;  Apartments - In a four or more storey block ;,Original,A118765744W,Month,1991-07-01,2024-02-01,392,Number,FLOW,1
83604,Table 23. Households; Housing finance; First home buyers; By state; New loan commitments; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  First Home Buyers ;  South Australia ;  New loan commitments ;  Value ;,Original,A108290414V,Month,2019-07-01,2024-02-01,56,$ Millions,FLOW,1
98317,"Table 23. Output of the Rental, hiring and real estate services industries, subdivision, group and class index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  661 Motor vehicle and transport equipment rental and hiring ;,Original,A3343910T,Quarter,2001-09-01,2023-12-01,90,Index Numbers,INDEX,3
26447,"Table 23. Private Non-Financial Corporations Capital Account, Current prices",5204.0 Australian System of National Accounts,Changes in inventories ;,Original,A2421680R,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
21091,"Table 23. Queensland Capital Stock by Type of asset, Institutional sector and Industry",5220.0 Australian National Accounts: State Accounts,"Transport, postal and warehousing (I) ;  Net capital stock: Chain volume measures ;",Original,A85137206W,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
12353,"Table 23. Social Assistance Benefits Payments, Current prices","5206.0 Australian National Accounts: National Income, Expenditure and Product",General government - National ;  Sickness benefits ;,Original,A2301965X,Quarter,1961-09-01,2023-12-01,250,$ Millions,DERIVED,3
60649,"Table 23. Underutilised persons by State and Territory and Sex - Trend, Seasonally adjusted and Original","6202.0 Labour Force, Australia",Underemployment ratio (proportion of employed) ;  > Females ;  > Western Australia ;,Trend,A85223665W,Month,1978-02-01,2024-02-01,553,Percent,PERCENT,1
60215,Table 23a. Underutilised persons by Territory and Sex - Seasonally adjusted,"6202.0 Labour Force, Australia",Underemployment rate (proportion of labour force) ;  Persons ;  > Northern Territory ;,Seasonally Adjusted,A85223446W,Month,1978-02-01,2024-02-01,553,Percent,PERCENT,1
67151,"Table 23a. Volume measures of underutilisation by State, Territory and Sex","6291.0.55.001 Labour Force, Australia, Detailed",> Victoria ;  Number of potential hours in the labour force ;  Persons ;,Original,A84081614L,Quarter,2014-08-01,2024-02-01,39,000 Hours,STOCK,2
82651,Table 23b. Volume measures of underutilisation by Age and Sex,"6291.0.55.001 Labour Force, Australia, Detailed",> 25-34 years ;  Number of potential hours in the labour force ;  > Females ;,Original,A84081962J,Quarter,2014-08-01,2024-02-01,39,000 Hours,STOCK,2
38673,"Table 24. Dwelling units approved in new residential buildings, number and value, original - Queensland","8731.0 Building Approvals, Australia",Total number of dwelling units ;  Queensland ;  New ;  Apartments - In a four or more storey block ;,Original,A118792672A,Month,1991-07-01,2024-02-01,392,Number,FLOW,1
83969,Table 24. Households; Housing finance; First home buyers; Owner occupiers; By state; New loan commitments ; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Owner occupier ;  First Home Buyers ;  South Australia ;  New loan commitments ;  Value ;,Trend,A108287866X,Month,2002-07-01,2024-02-01,260,$ Millions,FLOW,1
98084,"Table 24. Output of the Professional, scientific and technical services industries, group and class index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  6932  Accounting services ;,Original,A2314226K,Quarter,1998-09-01,2023-12-01,102,Index Numbers,INDEX,3
25340,"Table 24. Public Non-Financial Corporations Capital Account, by Level of government, Current prices",5204.0 Australian System of National Accounts,"Public non-financial corporations - National ;  Capital transfers, receivable from general government ;",Original,A2519190F,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
14861,Table 24. Selected Analytical Series,"5206.0 Australian National Accounts: National Income, Expenditure and Product",Farm ;  Gross domestic product: Current prices ;,Original,A2301984F,Quarter,1959-09-01,2023-12-01,258,$ Millions,DERIVED,3
19191,"Table 24. South Australia Capital Stock by Type of asset, Institutional sector and Industry",5220.0 Australian National Accounts: State Accounts,Financial and insurance services (K) ;  Net capital stock: Current prices ;,Original,A85136495K,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
63687,"Table 24. Underutilised persons by Age and Sex (expanded analytical series), Monthly","6202.0 Labour Force, Australia",15-64 years ;  Employed total ;  Females ;,Original,A85254848R,Month,2014-07-01,2024-02-01,116,000,STOCK,1
75414,"Table 24a. Labour Force status by State, Territory, and Level of highest educational attainment (ASCED)","6291.0.55.001 Labour Force, Australia, Detailed",> Northern Territory ;  Below Year 10/No educational attainment ;  Employed total ;,Original,A85094556L,Quarter,2015-08-01,2024-02-01,35,000,STOCK,2
77904,Table 24b. Labour Force status for 20-64 year olds by Level of highest educational attainment (ASCED) and Sex,"6291.0.55.001 Labour Force, Australia, Detailed",20-64 years ;  Advanced Diploma/Diploma ;  Employment to population ratio ;  > Females ;,Original,A85095200T,Quarter,2015-08-01,2024-02-01,35,Percent,PERCENT,2
39603,"Table 25. Dwelling units approved in new residential buildings, number and value, original - South Australia","8731.0 Building Approvals, Australia",Total number of dwelling units ;  South Australia ;  New ;  Apartments - In a four or more storey block ;,Original,A118782880J,Month,1991-07-01,2024-02-01,392,Number,FLOW,1
28574,"Table 25. Financial Corporations Income Account, Current prices",5204.0 Australian System of National Accounts,Property income receivable - Reinvested earnings ;,Original,A2421701R,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
83880,Table 25. Households; Housing finance; First home buyers; Investors; By state; New loan commitments; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Investor ;  First Home Buyers ;  New South Wales ;  New loan commitments ;  Value ;,Original,A108289875L,Month,2019-07-01,2024-02-01,56,$ Millions,FLOW,1
98099,"Table 25. Output of the Administrative and support services industries, group and class index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  7312 Building pest control services ;,Original,A2314259F,Quarter,1998-03-01,2023-12-01,104,Index Numbers,INDEX,3
15214,"Table 25. State Final Demand, Summary Components by State: Chain volume measures","5206.0 Australian National Accounts: National Income, Expenditure and Product",Northern Territory ;  Public ;  Gross fixed capital formation ;,Original,A2299518W,Quarter,1985-09-01,2023-12-01,154,$ Millions,DERIVED,3
62502,"Table 25. Underutilised persons by State, Territory and Sex (expanded analytical series), Monthly","6202.0 Labour Force, Australia",South Australia ;  >> Underemployed part-time (prefer more hours) ;  Males ;,Original,A85255320K,Month,2014-07-01,2024-02-01,116,000,STOCK,1
19595,"Table 25. Western Australia Capital Stock by Type of asset, Institutional sector and Industry",5220.0 Australian National Accounts: State Accounts,Information media and telecommunications (J) ;  End-year average age of gross stock ;,Original,A85134877F,Annual,1990-06-01,2023-06-01,34,years,DERIVED,6
70010,"Table 25a. Labour Force status by State, Territory and Educational attendance (detailed)","6291.0.55.001 Labour Force, Australia, Detailed",> Queensland ;  Not attending full-time education ;  Civilian population aged 15 years and over ;,Original,A85087672R,Quarter,2015-08-01,2024-02-01,35,000,STOCK,2
81131,"Table 25b. Labour Force status for 15-29 year olds by Age, Educational attendance (detailed) and Sex","6291.0.55.001 Labour Force, Australia, Detailed",> 25-29 years ;  > Not attending educational institution ;  Unemployed total ;  Persons ;,Original,A85092179F,Quarter,2015-08-01,2024-02-01,35,000,STOCK,2
41887,"Table 26. Dwelling units approved in new residential buildings, number and value, original - Western Australia","8731.0 Building Approvals, Australia","Total value of building jobs ;  Western Australia ;  New ;  Semi-detached, row or terrace houses, townhouses - Two or more storeys ;",Original,A118770796V,Month,1991-07-01,2024-02-01,392,$'000,FLOW,1
24906,"Table 26. Financial Corporations Capital Account, Current prices",5204.0 Australian System of National Accounts,Changes in inventories ;,Original,A2422015J,Annual,1960-06-01,2023-06-01,64,$ Millions,DERIVED,6
84155,Table 26. Households; Housing finance; Non-residents; New loan commitments; Numbers and values,5601.0 Lending Indicators,Households ;  Housing Finance ;  Non-resident ;  Total housing including refinancing ;  New loan commitments ;  Number ;,Original,A108289120R,Month,2019-07-01,2024-02-01,56,Number,FLOW,1
98404,"Table 26. Output of the Public administration and safety industries, group and class index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  7712  Investigation and security services ;,Original,A2314256X,Quarter,1998-09-01,2023-12-01,102,Index Numbers,INDEX,3
12928,"Table 26. State Final Demand, Detailed Components: New South Wales","5206.0 Australian National Accounts: National Income, Expenditure and Product","Households ;  Final consumption expenditure - Hotels, cafes and restaurants: Chain volume measures ;",Trend,A2302072J,Quarter,1985-09-01,2023-12-01,154,$ Millions,DERIVED,3
19289,"Table 26. Tasmania Capital Stock by Type of asset, Institutional sector and Industry",5220.0 Australian National Accounts: State Accounts,Weapons systems ;  End-year net capital stock: Current prices ;,Original,A85135697R,Annual,1990-06-01,2023-06-01,34,$ Millions,DERIVED,6
77095,"Table 26a. Employed persons by State, Territory and Sector (public/private) of main job","6291.0.55.001 Labour Force, Australia, Detailed",> Western Australia ;  Private sector ;  Employed total ;,Original,A84912837R,Quarter,2014-08-01,2024-02-01,39,000,STOCK,2
77591,"Table 26b. Employed persons by Sector (public/private) of main job, Age and Sex","6291.0.55.001 Labour Force, Australia, Detailed",> 35-44 years ;  > Employed full-time ;  > Males ;,Original,A84913090W,Quarter,2014-08-01,2024-02-01,39,000,STOCK,2
42349,"Table 27. Dwelling units approved in new residential buildings, number and value, original - Tasmania","8731.0 Building Approvals, Australia","Total number of dwelling units ;  Tasmania ;  New ;  Semi-detached, row or terrace houses, townhouses - One storey ;",Original,A118767832J,Month,1991-07-01,2024-02-01,392,Number,FLOW,1
76930,Table 27. Employed persons by Sector (public/private) and Industry division (ANZSIC) of main job,"6291.0.55.001 Labour Force, Australia, Detailed","Private sector ;  Agriculture, Forestry and Fishing ;  Employed total ;",Original,A84914787R,Quarter,2014-08-01,2024-02-01,39,000,STOCK,2
28675,"Table 27. Financial Corporations Financial Account, Current prices",5204.0 Australian System of National Accounts,Net errors and omissions ;,Original,A2422020A,Annual,1989-06-01,2023-06-01,35,$ Billions,DERIVED,6
84093,Table 27. Households; Personal finance; Fixed term loans; By purpose; New loan commitments; Values,5601.0 Lending Indicators,Households ;  Personal Finance ;  Fixed term loans ;  Purchase of road vehicles ;  New loan commitments ;  Value ;,Seasonally Adjusted,A108303136F,Month,2002-07-01,2024-02-01,260,$ Millions,FLOW,1
22471,"Table 27. Northern Territory Capital Stock by Type of asset, Institutional sector and Industry",5220.0 Australian National Accounts: State Accounts,Arts and recreation services (R) and Other services (S) ;  End-year average age of gross stock ;,Original,A85221583F,Annual,1990-06-01,2023-06-01,34,years,DERIVED,6
98407,"Table 27. Output of the Other services industries, group and class index numbers","6427.0 Producer Price Indexes, Australia",Index Numbers ;  9531 Laundry and dry-cleaning services ;,Original,A4406420C,Quarter,2015-09-01,2023-12-01,34,Index Numbers,INDEX,3
